year,additional_bus_stop_time
2017,1.999093341
2017,2.1272440984
2017,1.0473352109
2017,2.0251637298
2017,1.3611590574999999
2017,0.8739484447000001
2017,1.9047108126999999
2017,0.9549376965
2017,2.419120662
2017,1.0337061903
2017,2.1775245464
2017,1.5470133353
2017,1.9682944025000002
2017,2.3807453422
2017,2.4837354554
2017,2.9446282117
2017,1.9983180992
2017,2.7103339116000003
2017,1.7773692928
2017,1.8744719422
2017,1.8063971279
2017,2.2992110209
2017,2.5286546184
2017,3.5112802238999996
2017,1.4322438254
2017,1.423175464
2017,2.965008916
2017,2.6060532165000003
2017,1.32499083
2017,1.8055897359
2017,2.4900810169
2017,3.2423095427999997
2017,1.4175685493999999
2017,1.6677886201
2017,1.4237959014000001
2017,2.3193064015
2017,1.5941656389
2017,2.3382220780000003
2017,2.8524915149999996
2017,1.9683031022000002
2017,1.4020874791
2017,1.5939460797
2017,0.9986786486
2017,3.1731547698
2017,1.6081179117000002
2017,1.7699380472999997
2017,1.6378793236
2017,2.326452879
2017,1.4471095526
2017,2.0182358182
2017,1.3243997116
2017,1.4733063636000001
2017,2.1227804936
2017,2.6394741932
2017,2.3663595966999997
2017,1.0904165024999999
2017,1.5771408578
2017,2.2732194107
2017,1.9228954300999999
2017,1.4259208571
2017,1.4453957809
2017,1.3775344516
2017,2.4131479947
2017,2.0308634302
2017,1.7335259857
2017,1.3818302423
2017,2.9396383578
2017,1.9027415945000001
2017,1.12108756325
2017,1.626474171
2017,1.00851932225
2017,2.2997152015
2017,1.6302536642
2017,3.2233406682999997
2017,1.969399533
2017,2.501681503
2017,1.8504052179
2017,2.2523811192
2017,0.8388726249999999
2017,2.17569091
2017,2.2915047764999996
2017,2.1828169098
2017,2.2619946514
2017,2.2849543935
2017,1.1444450169
2017,2.5468775121
2017,1.8195861369
2017,1.924562629
2017,2.4318031470999997
2017,1.2390436648
2017,1.3472737929999998
2017,1.2432516859
2017,1.7989186456
2017,1.9583934499000002
2017,2.8038902576
2017,3.0104824957
2017,2.3022351487000003
2017,1.9556733917
2017,2.3407328404000003
2017,2.4632790294999998
2017,2.5302103627
2017,1.1019970768
2017,3.1617586015
2017,2.0627928832
2017,2.3769130071999998
2017,3.4313866123
2017,2.2068641796
2017,2.4536059977
2017,2.6956627589
2017,3.7916801829999995
2017,2.6512614823
2017,2.6057872066999996
2017,2.6250022964
2017,1.3945112402
2017,4.574025112399999
2017,6.8045966932
2017,6.759124276500001
2017,2.1529860719
2017,3.9895807534
2017,1.8925419509
2017,2.4744762383
2017,1.9052676775
2017,3.1553896363
2017,3.4708427799
2017,2.8383737948
2025,1.9773460083333332
2025,1.7494389083333335
2025,2.650058775
2025,2.674924366666667
2025,3.2843024
2025,2.9610470916666665
2025,4.18382595
2025,3.754524533333333
2025,3.92711085
2025,3.12405555
2025,1.6468438083333332
2025,2.743906425
2025,4.964290383333333
2025,4.08283515
2025,2.125381425
2025,2.7324565
2025,1.7059208750000001
2025,7.678645441666667
2025,3.104248333333333
2025,2.26309905
2025,6.0202490666666675
2025,2.2503451916666664
2025,5.514991325
2025,3.302234175
2025,2.9915586916666665
2025,1.3919848666666665
2025,3.422871916666667
2025,3.128795966666667
2025,2.2080381555555553
2025,3.8791312999999996
2025,3.2399399416666665
2025,1.6136303972222223
2025,3.7093868249999997
2025,5.464093916666666
2025,2.768970266666667
2025,2.465102058333333
2025,2.3636266666666668
2025,4.249551083333333
2025,2.95032215
2025,4.615356025
2025,2.2975637916666667
2025,4.434459175
2025,2.7209387916666667
2025,2.9303518250000002
2025,5.042005225
2025,2.2547957249999997
2025,2.4415688916666665
2025,2.328789375
2025,3.0422156333333334
2025,3.0307378083333334
2025,4.292743125
2025,2.9308014
2025,2.622125383333333
2025,2.846426425
2025,3.2668937250000005
2025,3.1209527666666665
2025,2.62266405
2025,2.4921726
2025,1.6913437166666665
2025,2.588365775
2025,2.0733804416666666
2025,2.427394825
2025,1.9853501416666666
2025,3.9025723083333332
2025,1.9879973416666668
2025,4.020942758333333
2025,4.11399665
2025,3.4630278333333333
2025,2.7509566333333333
2025,2.0522582083333334
2025,4.515823433333334
2025,3.14116405
2025,2.157031283333333
2025,3.5099392166666665
2025,3.048453758333333
2025,2.424124716666667
2025,2.3468929583333336
2025,1.8891261916666666
2025,2.771247033333333
2025,1.8743029333333334
2025,2.0468322083333335
2025,2.0105701583333335
2025,2.574208533333333
2025,4.335286208333334
2025,3.7498055166666666
2025,2.8188207
2025,2.295364466666667
2025,2.9491775583333335
2025,2.040137175
2025,2.7351924666666663
2025,2.898131475
2025,2.247463525
2025,3.8455352833333336
2025,3.920668141666667
2025,2.442981425
2025,3.4084531666666664
2025,2.390741541666667
2025,2.9401088583333332
2025,2.0715315083333334
2025,1.8656236916666666
2025,1.497933725
2025,2.3387064166666667
2025,1.664863975
2025,2.2434096833333332
2025,1.6869752166666665
2025,1.6688184750000001
2025,2.759918733333333
2025,2.4682876583333333
2025,2.5951706416666664
2025,1.7891177333333335
2025,1.9161093416666668
2025,2.0138289083333336
2025,1.1615921641666667
2025,3.0719303916666667
2025,1.8536576083333334
2025,1.171485425
2025,0.9331770525
2025,2.0461032416666667
2025,1.4023446750000002
2025,1.9813160166666666
2025,4.276694708333333
2025,2.4749059916666667
2025,2.3631535
2025,0.7513722175
2025,2.0661857416666667
2025,1.257374845
2025,1.6868746416666667
2025,2.0501930083333333
2025,3.838476475
2025,1.9041696083333333
2025,1.252411095
2025,2.9069852583333335
2025,2.5015108416666667
2025,3.64372485
2025,1.4862261166666666
2025,1.700551975
2025,1.2452050083333333
2025,1.8910884416666667
2025,1.6855673666666666
2025,0.9693659566666667
2025,2.354902275
2025,1.1028921250000001
2025,2.0359631
2025,0.9510649433333334
2025,2.3713782166666664
2025,1.6668439083333333
2025,2.0790003416666667
2025,1.5845570083333333
2025,2.58022755
2025,2.7930700583333334
2025,2.768942875
2025,2.1209858416666667
2025,3.25656745
2025,2.1147661416666668
2025,1.4801676833333335
2025,1.8575817166666668
2025,2.00526805
2025,2.2669773
2025,1.7473824
2025,1.4812227
2025,2.516507275
2025,3.85866665
2025,1.6935207749999999
2025,1.3957522375
2025,1.619598825
2025,1.7504191249999999
2025,2.8504903249999995
2025,2.866156241666667
2025,1.3078554583333333
2025,1.45582015
2025,1.4709994833333333
2025,1.4075474833333335
2025,2.8421302333333336
2025,3.3764427416666667
2025,2.399121775
2025,5.415518333333334
2025,2.213632141666667
2025,1.3785307583333333
2025,1.8257386333333334
2025,1.5629698833333334
2025,1.5258958833333331
2025,1.9107743833333333
2025,1.8443281249999999
2025,2.4327371583333335
2025,2.1996798583333335
2025,1.9976146666666665
2025,2.160670091666667
2025,1.7200831333333333
2025,1.8080588916666667
2025,1.9947279666666666
2025,2.8727436666666666
2025,2.799295816666666
2025,1.3932261083333335
2025,3.982260783333333
2025,3.97561165
2025,2.251510166666667
2025,1.6362713083333331
2025,1.3390933483333334
2025,0.729440425
2025,1.1447252366666667
2025,2.304893675
2025,3.4342114416666667
2025,1.8696945083333334
2025,1.6129676583333332
2025,3.128534983333333
2025,1.3702577
2025,2.3712379333333335
2025,1.5519888666666668
2025,3.1363179416666664
2025,2.577643183333333
2025,6.173521375
2025,2.936230366666667
2025,3.434624025
2025,2.7627515000000002
2025,2.5871410333333333
2025,1.73999535
2025,2.0930776
2025,0.868589055
2025,2.35581575
2025,1.804256175
2025,2.2566406
2025,1.8261443416666667
2025,3.7862510916666667
2025,1.0073811358333333
2025,2.305328316666667
2025,2.5934023
2025,0.6737656750000001
2025,2.2510242000000003
2025,2.2078681249999996
2025,4.095389741666667
2025,2.1553174999999998
2025,2.7379606499999998
2025,1.4594022333333332
2025,1.5574241166666667
2025,1.65286535
2025,1.7570939499999998
2025,1.9571422833333336
2025,1.47401665
2025,3.242189741666667
2025,2.8803993
2025,6.852760099999999
2025,3.7289669416666666
2025,3.931448375
2025,2.783550208333333
2025,3.5109184416666666
2025,4.592036075
2025,4.6893593000000005
2025,4.611242608333334
2025,2.555972
2025,7.762802000000001
2025,6.7126664583333335
2025,5.5167686499999995
2025,3.8836511833333334
2025,3.013718883333333
2025,2.697957975
2025,2.4063083
2025,4.75428825
2025,4.532899841666667
2025,4.632648866666667
2025,4.040724991666667
2025,0.9186468488888888
2025,7.362928541666666
2025,8.316626591666667
2025,16.990260508333332
2025,2.6795845249999997
2025,4.091954416666667
2025,1.9379770666666667
2025,1.8817030083333333
2025,3.1962027
2025,2.7950769833333333
2025,5.5752950583333325
2025,4.779545175
