Fiscal Year,Month,Scenario,Financial Plan Year,Expense Type,Agency,Function,Occupational Group,Positions
2024,2024-12-01,Actual,2024,NREIMB,SIR,Administration,Managers/Supervisors,14
2024,2024-12-01,Actual,2024,REIMB,SIR,Administration,Managers/Supervisors,0
2024,2024-12-01,Actual,2024,NREIMB,LIRR,Administration,Professional/Technical/Clerical,136
2024,2024-12-01,Actual,2024,REIMB,CD,Administration,Managers/Supervisors,343
2024,2024-12-01,Actual,2024,NREIMB,BT,Public Safety,Managers/Supervisors,102
2024,2024-12-01,Actual,2024,REIMB,MNR,Engineering,Managers/Supervisors,26.98
2024,2024-12-01,Actual,2024,NREIMB,SIR,Operations,Professional/Technical/Clerical,6
2024,2024-12-01,Actual,2024,NREIMB,BT,Engineering,Professional/Technical/Clerical,91
2024,2024-12-01,Actual,2024,REIMB,MNR,Maintenance,Professional/Technical/Clerical,34.02
2024,2024-12-01,Actual,2024,REIMB,MNR,Maintenance,Operational Hourlies,219.69
2024,2024-12-01,Actual,2024,REIMB,NYCT,Maintenance,Professional/Technical/Clerical,202.45
2024,2024-12-01,Actual,2024,REIMB,LIRR,Operations,Professional/Technical/Clerical,1.2
2024,2024-12-01,Actual,2024,NREIMB,MTABC,Maintenance,Managers/Supervisors,0
2024,2024-12-01,Actual,2024,NREIMB,MTABC,Administration,Professional/Technical/Clerical,0
2024,2024-12-01,Actual,2024,REIMB,LIRR,Engineering,Operational Hourlies,0
2024,2024-12-01,Actual,2024,REIMB,SIR,Operations,Operational Hourlies,0
2024,2024-12-01,Actual,2024,NREIMB,MTAHQ,Public Safety,Managers/Supervisors,277
2024,2024-12-01,Actual,2024,REIMB,NYCT,Maintenance,Operational Hourlies,1006.98
2024,2024-12-01,Actual,2024,NREIMB,LIRR,Administration,Operational Hourlies,23
2024,2024-12-01,Actual,2024,REIMB,MTABC,Administration,Professional/Technical/Clerical,0
2024,2024-12-01,Actual,2024,NREIMB,MNR,Administration,Professional/Technical/Clerical,349.37
2024,2024-12-01,Actual,2024,NREIMB,LIRR,Operations,Managers/Supervisors,344.6
2024,2024-12-01,Actual,2024,NREIMB,CD,Administration,Managers/Supervisors,27
2024,2024-12-01,Actual,2024,NREIMB,NYCT,Maintenance,Operational Hourlies,16035.02
2024,2024-12-01,Actual,2024,NREIMB,GCMCOC,Administration,Managers/Supervisors,5
2024,2024-12-01,Actual,2024,NREIMB,SIR,Maintenance,Operational Hourlies,178
2024,2024-12-01,Actual,2024,REIMB,MTAHQ,Administration,Managers/Supervisors,19
2024,2024-12-01,Actual,2024,NREIMB,BT,Operations,Managers/Supervisors,24
2024,2024-12-01,Actual,2024,REIMB,MTABC,Engineering,Professional/Technical/Clerical,0
2024,2024-12-01,Actual,2024,NREIMB,MTABC,Public Safety,Managers/Supervisors,0
2024,2024-12-01,Actual,2024,NREIMB,MNR,Operations,Managers/Supervisors,287.03
2024,2024-12-01,Actual,2024,REIMB,SIR,Engineering,Operational Hourlies,0
2024,2024-12-01,Actual,2024,NREIMB,MNR,Operations,Professional/Technical/Clerical,246.81
2024,2024-12-01,Actual,2024,REIMB,SIR,Administration,Operational Hourlies,0
2024,2024-12-01,Actual,2024,NREIMB,BT,Engineering,Managers/Supervisors,19
2024,2024-12-01,Actual,2024,REIMB,NYCT,Maintenance,Managers/Supervisors,337
2024,2024-12-01,Actual,2024,NREIMB,LIRR,Administration,Managers/Supervisors,243.1
2024,2024-12-01,Actual,2024,NREIMB,NYCT,Engineering,Professional/Technical/Clerical,0
2024,2024-12-01,Actual,2024,REIMB,MTAHQ,Administration,Professional/Technical/Clerical,43
2024,2024-12-01,Actual,2024,REIMB,LIRR,Engineering,Managers/Supervisors,116.3
2024,2024-12-01,Actual,2024,REIMB,NYCT,Administration,Managers/Supervisors,15.65
2024,2024-12-01,Actual,2024,NREIMB,LIRR,Engineering,Managers/Supervisors,8.7
2024,2024-12-01,Actual,2024,REIMB,LIRR,Maintenance,Managers/Supervisors,191.3
2024,2024-12-01,Actual,2024,NREIMB,LIRR,Engineering,Professional/Technical/Clerical,1.8
2024,2024-12-01,Actual,2024,NREIMB,LIRR,Maintenance,Managers/Supervisors,714.7
2024,2024-12-01,Actual,2024,NREIMB,SIR,Operations,Managers/Supervisors,20
2024,2024-12-01,Actual,2024,REIMB,SIR,Engineering,Professional/Technical/Clerical,1
2024,2024-12-01,Actual,2024,NREIMB,MNR,Administration,Operational Hourlies,0
2024,2024-12-01,Actual,2024,NREIMB,BT,Administration,Professional/Technical/Clerical,41
2024,2024-12-01,Actual,2024,REIMB,SIR,Maintenance,Operational Hourlies,3
2024,2024-12-01,Actual,2024,NREIMB,NYCT,Administration,Operational Hourlies,16
2024,2024-12-01,Actual,2024,NREIMB,NYCT,Public Safety,Managers/Supervisors,362.65
2024,2024-12-01,Actual,2024,REIMB,BT,Operations,Professional/Technical/Clerical,0
2024,2024-12-01,Actual,2024,REIMB,MNR,Engineering,Professional/Technical/Clerical,23.09
2024,2024-12-01,Actual,2024,NREIMB,LIRR,Engineering,Operational Hourlies,0
2024,2024-12-01,Actual,2024,REIMB,MTABC,Administration,Managers/Supervisors,0
2024,2024-12-01,Actual,2024,REIMB,LIRR,Operations,Managers/Supervisors,9.4
2024,2024-12-01,Actual,2024,REIMB,CD,Engineering,Professional/Technical/Clerical,394
2024,2024-12-01,Actual,2024,NREIMB,MNR,Maintenance,Managers/Supervisors,659.61
2024,2024-12-01,Actual,2024,NREIMB,MTABC,Operations,Professional/Technical/Clerical,0
2024,2024-12-01,Actual,2024,NREIMB,MTABC,Administration,Managers/Supervisors,0
2024,2024-12-01,Actual,2024,REIMB,MNR,Operations,Professional/Technical/Clerical,1.6
2024,2024-12-01,Actual,2024,NREIMB,SIR,Maintenance,Managers/Supervisors,26
2024,2024-12-01,Actual,2024,NREIMB,MTABC,Maintenance,Operational Hourlies,0
2024,2024-12-01,Actual,2024,REIMB,MNR,Operations,Operational Hourlies,76.5
2024,2024-12-01,Actual,2024,REIMB,LIRR,Engineering,Professional/Technical/Clerical,20.2
2024,2024-12-01,Actual,2024,REIMB,SIR,Operations,Managers/Supervisors,1
2024,2024-12-01,Actual,2024,REIMB,SIR,Operations,Professional/Technical/Clerical,0
2024,2024-12-01,Actual,2024,REIMB,LIRR,Administration,Operational Hourlies,0
2024,2024-12-01,Actual,2024,NREIMB,LIRR,Operations,Operational Hourlies,2310.9
2024,2024-12-01,Actual,2024,REIMB,LIRR,Operations,Operational Hourlies,102.1
2024,2024-12-01,Actual,2024,REIMB,NYCT,Administration,Professional/Technical/Clerical,36.19
2024,2024-12-01,Actual,2024,REIMB,NYCT,Engineering,Operational Hourlies,2
2024,2024-12-01,Actual,2024,NREIMB,BT,Maintenance,Operational Hourlies,321
2024,2024-12-01,Actual,2024,NREIMB,MNR,Operations,Operational Hourlies,1600.79
2024,2024-12-01,Actual,2024,NREIMB,SIR,Maintenance,Professional/Technical/Clerical,8
2024,2024-12-01,Actual,2024,REIMB,NYCT,Engineering,Professional/Technical/Clerical,391
2024,2024-12-01,Actual,2024,NREIMB,NYCT,Administration,Professional/Technical/Clerical,451.85
2024,2024-12-01,Actual,2024,REIMB,CD,Administration,Professional/Technical/Clerical,42
2024,2024-12-01,Actual,2024,NREIMB,BT,Operations,Professional/Technical/Clerical,72
2024,2024-12-01,Actual,2024,NREIMB,LIRR,Maintenance,Operational Hourlies,2814.4
2024,2024-12-01,Actual,2024,REIMB,NYCT,Operations,Managers/Supervisors,96.51
2024,2024-12-01,Actual,2024,NREIMB,MNR,Maintenance,Operational Hourlies,2482.24
2024,2024-12-01,Actual,2024,NREIMB,NYCT,Engineering,Managers/Supervisors,2.79
2024,2024-12-01,Actual,2024,REIMB,BT,Engineering,Professional/Technical/Clerical,87
2024,2024-12-01,Actual,2024,NREIMB,MNR,Administration,Managers/Supervisors,165.9
2024,2024-12-01,Actual,2024,REIMB,NYCT,Public Safety,Managers/Supervisors,16.35
2024,2024-12-01,Actual,2024,NREIMB,MNR,Engineering,Managers/Supervisors,12.03
2024,2024-12-01,Actual,2024,NREIMB,MTABC,Maintenance,Professional/Technical/Clerical,0
2024,2024-12-01,Actual,2024,NREIMB,SIR,Operations,Operational Hourlies,116
2024,2024-12-01,Actual,2024,NREIMB,BT,Public Safety,Operational Hourlies,207
2024,2024-12-01,Actual,2024,NREIMB,NYCT,Public Safety,Professional/Technical/Clerical,32.41
2024,2024-12-01,Actual,2024,NREIMB,MTABC,Public Safety,Professional/Technical/Clerical,0
2024,2024-12-01,Actual,2024,REIMB,MNR,Administration,Managers/Supervisors,5.45
2024,2024-12-01,Actual,2024,REIMB,SIR,Maintenance,Managers/Supervisors,1
2024,2024-12-01,Actual,2024,NREIMB,MTABC,Operations,Operational Hourlies,0
2024,2024-12-01,Actual,2024,NREIMB,BT,Maintenance,Managers/Supervisors,21
2024,2024-12-01,Actual,2024,REIMB,MTABC,Operations,Managers/Supervisors,0
2024,2024-12-01,Actual,2024,NREIMB,BT,Maintenance,Professional/Technical/Clerical,20
2024,2024-12-01,Actual,2024,NREIMB,NYCT,Engineering,Operational Hourlies,0
2024,2024-12-01,Actual,2024,REIMB,MNR,Maintenance,Managers/Supervisors,66.6
2024,2024-12-01,Actual,2024,NREIMB,LIRR,Operations,Professional/Technical/Clerical,131.8
2024,2024-12-01,Actual,2024,REIMB,NYCT,Public Safety,Operational Hourlies,3.59
2024,2024-12-01,Actual,2024,REIMB,MTABC,Engineering,Managers/Supervisors,0
2024,2024-12-01,Actual,2024,NREIMB,MTABC,Operations,Managers/Supervisors,0
2024,2024-12-01,Actual,2024,REIMB,MNR,Administration,Professional/Technical/Clerical,8.8
2024,2024-12-01,Actual,2024,REIMB,NYCT,Operations,Operational Hourlies,966.26
2024,2024-11-01,Actual,2024,REIMB,NYCT,Public Safety,Professional/Technical/Clerical,2.89
2024,2024-11-01,Actual,2024,REIMB,SIR,Maintenance,Managers/Supervisors,1
2024,2024-11-01,Actual,2024,NREIMB,LIRR,Operations,Managers/Supervisors,340.6
2024,2024-11-01,Actual,2024,REIMB,CD,Administration,Professional/Technical/Clerical,38
2024,2024-11-01,Actual,2024,NREIMB,BT,Engineering,Professional/Technical/Clerical,91
2024,2024-11-01,Actual,2024,REIMB,MNR,Maintenance,Operational Hourlies,196.98
2024,2024-11-01,Actual,2024,NREIMB,MNR,Operations,Managers/Supervisors,287.33
2024,2024-11-01,Actual,2024,REIMB,SIR,Engineering,Managers/Supervisors,2
2024,2024-11-01,Actual,2024,REIMB,SIR,Administration,Operational Hourlies,0
2024,2024-11-01,Actual,2024,NREIMB,MTAHQ,Public Safety,Managers/Supervisors,278
2024,2024-11-01,Actual,2024,NREIMB,BT,Administration,Professional/Technical/Clerical,40
2024,2024-11-01,Actual,2024,NREIMB,BT,Public Safety,Professional/Technical/Clerical,28
2024,2024-11-01,Actual,2024,NREIMB,BT,Public Safety,Operational Hourlies,208
2024,2024-11-01,Actual,2024,REIMB,LIRR,Engineering,Operational Hourlies,0
2024,2024-11-01,Actual,2024,REIMB,NYCT,Engineering,Professional/Technical/Clerical,391
2024,2024-11-01,Actual,2024,NREIMB,MNR,Administration,Operational Hourlies,0
2024,2024-11-01,Actual,2024,REIMB,MTABC,Operations,Managers/Supervisors,0
2024,2024-11-01,Actual,2024,REIMB,LIRR,Maintenance,Operational Hourlies,509.5
2024,2024-11-01,Actual,2024,NREIMB,NYCT,Administration,Managers/Supervisors,127.55
2024,2024-11-01,Actual,2024,REIMB,MNR,Operations,Professional/Technical/Clerical,1.2
2024,2024-11-01,Actual,2024,NREIMB,NYCT,Operations,Professional/Technical/Clerical,389.14
2024,2024-11-01,Actual,2024,REIMB,NYCT,Maintenance,Professional/Technical/Clerical,225.72
2024,2024-11-01,Actual,2024,NREIMB,MTABC,Administration,Managers/Supervisors,0
2024,2024-11-01,Actual,2024,NREIMB,SIR,Maintenance,Managers/Supervisors,26
2024,2024-11-01,Actual,2024,REIMB,BT,Engineering,Professional/Technical/Clerical,93
2024,2024-11-01,Actual,2024,REIMB,NYCT,Engineering,Operational Hourlies,2
2024,2024-11-01,Actual,2024,NREIMB,BT,Maintenance,Professional/Technical/Clerical,19
2024,2024-11-01,Actual,2024,NREIMB,NYCT,Operations,Managers/Supervisors,2622.4
2024,2024-11-01,Actual,2024,REIMB,NYCT,Maintenance,Managers/Supervisors,375.75
2024,2024-11-01,Actual,2024,NREIMB,NYCT,Public Safety,Operational Hourlies,312
2024,2024-11-01,Actual,2024,NREIMB,NYCT,Operations,Operational Hourlies,19288.09
2024,2024-11-01,Actual,2024,NREIMB,NYCT,Engineering,Operational Hourlies,0
2024,2024-11-01,Actual,2024,NREIMB,MTABC,Administration,Professional/Technical/Clerical,0
2024,2024-11-01,Actual,2024,REIMB,MTABC,Engineering,Professional/Technical/Clerical,0
2024,2024-11-01,Actual,2024,REIMB,SIR,Maintenance,Operational Hourlies,4
2024,2024-11-01,Actual,2024,REIMB,LIRR,Administration,Managers/Supervisors,29.8
2024,2024-11-01,Actual,2024,REIMB,NYCT,Public Safety,Operational Hourlies,4
2024,2024-11-01,Actual,2024,REIMB,MNR,Engineering,Managers/Supervisors,23.33
2024,2024-11-01,Actual,2024,NREIMB,LIRR,Operations,Professional/Technical/Clerical,133.2
2024,2024-11-01,Actual,2024,NREIMB,MTAHQ,Public Safety,Operational Hourlies,1034
2024,2024-11-01,Actual,2024,NREIMB,CD,Administration,Professional/Technical/Clerical,2
2024,2024-11-01,Actual,2024,NREIMB,BT,Administration,Managers/Supervisors,15
2024,2024-11-01,Actual,2024,REIMB,LIRR,Administration,Operational Hourlies,0
2024,2024-11-01,Actual,2024,REIMB,LIRR,Engineering,Managers/Supervisors,107.3
2024,2024-11-01,Actual,2024,REIMB,NYCT,Administration,Managers/Supervisors,17.45
2024,2024-11-01,Actual,2024,REIMB,LIRR,Operations,Professional/Technical/Clerical,1.8
2024,2024-11-01,Actual,2024,NREIMB,NYCT,Engineering,Professional/Technical/Clerical,0
2024,2024-11-01,Actual,2024,REIMB,MNR,Operations,Managers/Supervisors,15.17
2024,2024-11-01,Actual,2024,NREIMB,LIRR,Administration,Professional/Technical/Clerical,139.8
2024,2024-11-01,Actual,2024,NREIMB,MTAHQ,Administration,Managers/Supervisors,951
2024,2024-11-01,Actual,2024,NREIMB,MTAHQ,Public Safety,Professional/Technical/Clerical,72
2024,2024-11-01,Actual,2024,NREIMB,BT,Public Safety,Managers/Supervisors,104
2024,2024-11-01,Actual,2024,NREIMB,MNR,Engineering,Professional/Technical/Clerical,4.42
2024,2024-11-01,Actual,2024,NREIMB,MNR,Maintenance,Operational Hourlies,2492.98
2024,2024-11-01,Actual,2024,REIMB,MNR,Administration,Professional/Technical/Clerical,10.7
2024,2024-11-01,Actual,2024,NREIMB,NYCT,Administration,Professional/Technical/Clerical,447.69
2024,2024-11-01,Actual,2024,REIMB,SIR,Engineering,Professional/Technical/Clerical,1
2024,2024-11-01,Actual,2024,REIMB,NYCT,Operations,Managers/Supervisors,107.6
2024,2024-11-01,Actual,2024,REIMB,MTAHQ,Administration,Managers/Supervisors,19
2024,2024-11-01,Actual,2024,REIMB,NYCT,Engineering,Managers/Supervisors,343.21
2024,2024-11-01,Actual,2024,NREIMB,NYCT,Engineering,Managers/Supervisors,2.79
2024,2024-11-01,Actual,2024,NREIMB,LIRR,Maintenance,Managers/Supervisors,694.4
2024,2024-11-01,Actual,2024,NREIMB,SIR,Administration,Professional/Technical/Clerical,6
2024,2024-11-01,Actual,2024,NREIMB,SIR,Administration,Managers/Supervisors,14
2024,2024-11-01,Actual,2024,REIMB,MTABC,Maintenance,Managers/Supervisors,0
2024,2024-11-01,Actual,2024,REIMB,LIRR,Operations,Managers/Supervisors,10.4
2024,2024-11-01,Actual,2024,REIMB,NYCT,Maintenance,Operational Hourlies,1122.76
2024,2024-11-01,Actual,2024,NREIMB,LIRR,Engineering,Professional/Technical/Clerical,0.4
2024,2024-11-01,Actual,2024,NREIMB,SIR,Maintenance,Operational Hourlies,174
2024,2024-11-01,Actual,2024,NREIMB,SIR,Maintenance,Professional/Technical/Clerical,7
2024,2024-11-01,Actual,2024,NREIMB,LIRR,Administration,Operational Hourlies,23
2024,2024-11-01,Actual,2024,NREIMB,SIR,Operations,Operational Hourlies,112
2024,2024-11-01,Actual,2024,NREIMB,MNR,Operations,Operational Hourlies,1619.33
2024,2024-11-01,Actual,2024,NREIMB,SIR,Engineering,Professional/Technical/Clerical,0
2024,2024-11-01,Actual,2024,NREIMB,MTAHQ,Administration,Professional/Technical/Clerical,1211
2024,2024-11-01,Actual,2024,REIMB,MNR,Operations,Operational Hourlies,80.6
2024,2024-11-01,Actual,2024,NREIMB,BT,Maintenance,Managers/Supervisors,21
2024,2024-11-01,Actual,2024,NREIMB,MTABC,Public Safety,Managers/Supervisors,0
2024,2024-11-01,Actual,2024,NREIMB,MTABC,Maintenance,Managers/Supervisors,0
2024,2024-11-01,Actual,2024,REIMB,LIRR,Engineering,Professional/Technical/Clerical,21.6
2024,2024-11-01,Actual,2024,NREIMB,LIRR,Engineering,Operational Hourlies,0
2024,2024-11-01,Actual,2024,REIMB,MTABC,Administration,Managers/Supervisors,0
2024,2024-11-01,Actual,2024,REIMB,SIR,Operations,Managers/Supervisors,0
2024,2024-11-01,Actual,2024,NREIMB,NYCT,Public Safety,Managers/Supervisors,360.77
2024,2024-11-01,Actual,2024,REIMB,SIR,Operations,Professional/Technical/Clerical,0
2024,2024-11-01,Actual,2024,NREIMB,LIRR,Maintenance,Professional/Technical/Clerical,200.6
2024,2024-11-01,Actual,2024,NREIMB,MNR,Maintenance,Professional/Technical/Clerical,467.15
2024,2024-11-01,Actual,2024,NREIMB,NYCT,Maintenance,Professional/Technical/Clerical,635.3
2024,2024-11-01,Actual,2024,REIMB,NYCT,Operations,Operational Hourlies,1077.35
2024,2024-11-01,Actual,2024,NREIMB,MTABC,Maintenance,Operational Hourlies,0
2024,2024-11-01,Actual,2024,NREIMB,MNR,Administration,Managers/Supervisors,159.3
2024,2024-11-01,Actual,2024,NREIMB,LIRR,Engineering,Managers/Supervisors,17.7
2024,2024-11-01,Actual,2024,NREIMB,MTABC,Operations,Operational Hourlies,0
2024,2024-11-01,Actual,2024,NREIMB,MTABC,Operations,Managers/Supervisors,0
2024,2024-11-01,Actual,2024,NREIMB,MTABC,Maintenance,Professional/Technical/Clerical,0
2024,2024-11-01,Actual,2024,NREIMB,NYCT,Maintenance,Operational Hourlies,15919.24
2024,2024-11-01,Actual,2024,REIMB,BT,Operations,Professional/Technical/Clerical,12
2024,2024-11-01,Actual,2024,REIMB,SIR,Operations,Operational Hourlies,2
2024,2024-11-01,Actual,2024,REIMB,NYCT,Administration,Professional/Technical/Clerical,40.35
2024,2024-11-01,Actual,2024,NREIMB,CD,Administration,Managers/Supervisors,24
2024,2024-11-01,Actual,2024,NREIMB,BT,Operations,Managers/Supervisors,24
2024,2024-11-01,Actual,2024,NREIMB,NYCT,Administration,Operational Hourlies,16
2024,2024-11-01,Actual,2024,REIMB,NYCT,Administration,Operational Hourlies,0
2024,2024-11-01,Actual,2024,NREIMB,LIRR,Administration,Managers/Supervisors,240.2
2024,2024-11-01,Actual,2024,NREIMB,LIRR,Maintenance,Operational Hourlies,2771.5
2024,2024-11-01,Actual,2024,REIMB,MNR,Administration,Managers/Supervisors,6.3
2024,2024-11-01,Actual,2024,REIMB,MTABC,Administration,Professional/Technical/Clerical,0
2024,2024-11-01,Actual,2024,NREIMB,BT,Maintenance,Operational Hourlies,310
2024,2024-11-01,Actual,2024,REIMB,MNR,Engineering,Professional/Technical/Clerical,24.58
2024,2024-11-01,Actual,2024,NREIMB,SIR,Operations,Managers/Supervisors,21
2024,2024-11-01,Actual,2024,REIMB,SIR,Administration,Managers/Supervisors,0
2024,2024-11-01,Actual,2024,REIMB,MNR,Maintenance,Managers/Supervisors,69.12
2024,2024-11-01,Actual,2024,REIMB,NYCT,Public Safety,Managers/Supervisors,18.23
2024,2024-11-01,Actual,2024,NREIMB,SIR,Engineering,Managers/Supervisors,3
2024,2024-11-01,Actual,2024,REIMB,CD,Engineering,Professional/Technical/Clerical,391
2024,2024-11-01,Actual,2024,NREIMB,GCMCOC,Administration,Managers/Supervisors,5
2024,2024-11-01,Actual,2024,NREIMB,LIRR,Operations,Operational Hourlies,2297.2
2024,2024-11-01,Actual,2024,REIMB,MTABC,Engineering,Managers/Supervisors,0
2024,2024-11-01,Actual,2024,REIMB,LIRR,Maintenance,Professional/Technical/Clerical,30.4
2024,2024-11-01,Actual,2024,REIMB,MNR,Maintenance,Professional/Technical/Clerical,41.63
2024,2024-11-01,Actual,2024,NREIMB,MNR,Operations,Professional/Technical/Clerical,234.68
2024,2024-11-01,Actual,2024,REIMB,MNR,Administration,Operational Hourlies,0
2024,2024-11-01,Actual,2024,NREIMB,BT,Engineering,Managers/Supervisors,20
2024,2024-11-01,Actual,2024,NREIMB,SIR,Operations,Professional/Technical/Clerical,7
2024,2024-11-01,Actual,2024,NREIMB,NYCT,Public Safety,Professional/Technical/Clerical,32.11
2024,2024-11-01,Actual,2024,NREIMB,MNR,Administration,Professional/Technical/Clerical,276.3
2024,2024-11-01,Actual,2024,NREIMB,BT,Operations,Professional/Technical/Clerical,73
2024,2024-11-01,Actual,2024,NREIMB,MNR,Engineering,Managers/Supervisors,3.67
2024,2024-11-01,Actual,2024,NREIMB,NYCT,Maintenance,Managers/Supervisors,3608.25
2024,2024-11-01,Actual,2024,NREIMB,MTABC,Operations,Professional/Technical/Clerical,0
2024,2024-11-01,Actual,2024,NREIMB,SIR,Administration,Operational Hourlies,8
2024,2024-11-01,Actual,2024,REIMB,LIRR,Operations,Operational Hourlies,119.8
2024,2024-11-01,Actual,2024,REIMB,NYCT,Operations,Professional/Technical/Clerical,26.28
2024,2024-11-01,Actual,2024,REIMB,MTAHQ,Administration,Professional/Technical/Clerical,43
2024,2024-11-01,Actual,2024,REIMB,LIRR,Maintenance,Managers/Supervisors,203.6
2024,2024-11-01,Actual,2024,REIMB,SIR,Engineering,Operational Hourlies,0
2024,2024-11-01,Actual,2024,NREIMB,MNR,Maintenance,Managers/Supervisors,666.22
2024,2024-11-01,Actual,2024,REIMB,LIRR,Administration,Professional/Technical/Clerical,28.2
2024,2024-11-01,Actual,2024,REIMB,CD,Administration,Managers/Supervisors,338
2024,2024-11-01,Actual,2024,NREIMB,MTABC,Public Safety,Professional/Technical/Clerical,0
2024,2024-10-01,Actual,2024,NREIMB,LIRR,Operations,Managers/Supervisors,342.9
2024,2024-10-01,Actual,2024,NREIMB,BT,Engineering,Managers/Supervisors,20
2024,2024-10-01,Actual,2024,NREIMB,BT,Operations,Professional/Technical/Clerical,75
2024,2024-10-01,Actual,2024,REIMB,LIRR,Operations,Managers/Supervisors,9.1
2024,2024-10-01,Actual,2024,REIMB,NYCT,Engineering,Managers/Supervisors,346.28
2024,2024-10-01,Actual,2024,REIMB,SIR,Engineering,Managers/Supervisors,2
2024,2024-10-01,Actual,2024,NREIMB,SIR,Administration,Operational Hourlies,8
2024,2024-10-01,Actual,2024,NREIMB,LIRR,Administration,Operational Hourlies,22
2024,2024-10-01,Actual,2024,NREIMB,BT,Public Safety,Managers/Supervisors,105
2024,2024-10-01,Actual,2024,REIMB,LIRR,Administration,Managers/Supervisors,28.5
2024,2024-10-01,Actual,2024,NREIMB,NYCT,Public Safety,Operational Hourlies,313.12
2024,2024-10-01,Actual,2024,REIMB,MTAHQ,Administration,Professional/Technical/Clerical,42
2024,2024-10-01,Actual,2024,NREIMB,MTAHQ,Administration,Managers/Supervisors,937
2024,2024-10-01,Actual,2024,NREIMB,NYCT,Maintenance,Professional/Technical/Clerical,620.36
2024,2024-10-01,Actual,2024,NREIMB,SIR,Operations,Professional/Technical/Clerical,7
2024,2024-10-01,Actual,2024,NREIMB,MTABC,Public Safety,Professional/Technical/Clerical,5
2024,2024-10-01,Actual,2024,REIMB,MTABC,Maintenance,Managers/Supervisors,5
2024,2024-10-01,Actual,2024,NREIMB,MTABC,Administration,Managers/Supervisors,25
2024,2024-10-01,Actual,2024,NREIMB,MNR,Maintenance,Managers/Supervisors,648.41
2024,2024-10-01,Actual,2024,REIMB,SIR,Administration,Managers/Supervisors,0
2024,2024-10-01,Actual,2024,REIMB,MNR,Administration,Managers/Supervisors,5.58
2024,2024-10-01,Actual,2024,NREIMB,SIR,Operations,Operational Hourlies,110
2024,2024-10-01,Actual,2024,REIMB,CD,Administration,Managers/Supervisors,334
2024,2024-10-01,Actual,2024,NREIMB,MNR,Administration,Managers/Supervisors,157.98
2024,2024-10-01,Actual,2024,NREIMB,NYCT,Public Safety,Managers/Supervisors,354.67
2024,2024-10-01,Actual,2024,NREIMB,MTABC,Maintenance,Operational Hourlies,802
2024,2024-10-01,Actual,2024,REIMB,NYCT,Administration,Managers/Supervisors,18.03
2024,2024-10-01,Actual,2024,NREIMB,NYCT,Administration,Managers/Supervisors,123.97
2024,2024-10-01,Actual,2024,REIMB,LIRR,Operations,Professional/Technical/Clerical,1.5
2024,2024-10-01,Actual,2024,NREIMB,LIRR,Administration,Professional/Technical/Clerical,141
2024,2024-10-01,Actual,2024,NREIMB,MTABC,Maintenance,Professional/Technical/Clerical,26
2024,2024-10-01,Actual,2024,NREIMB,BT,Public Safety,Professional/Technical/Clerical,26
2024,2024-10-01,Actual,2024,NREIMB,BT,Maintenance,Professional/Technical/Clerical,18
2024,2024-10-01,Actual,2024,REIMB,LIRR,Engineering,Operational Hourlies,0
2024,2024-10-01,Actual,2024,NREIMB,CD,Administration,Professional/Technical/Clerical,2
2024,2024-10-01,Actual,2024,NREIMB,NYCT,Engineering,Managers/Supervisors,3.72
2024,2024-10-01,Actual,2024,NREIMB,NYCT,Maintenance,Operational Hourlies,15817.87
2024,2024-10-01,Actual,2024,NREIMB,MNR,Maintenance,Professional/Technical/Clerical,462.84
2024,2024-10-01,Actual,2024,NREIMB,BT,Engineering,Professional/Technical/Clerical,91
2024,2024-10-01,Actual,2024,NREIMB,GCMCOC,Administration,Managers/Supervisors,5
2024,2024-10-01,Actual,2024,REIMB,MNR,Administration,Professional/Technical/Clerical,8.65
2024,2024-10-01,Actual,2024,NREIMB,MNR,Engineering,Professional/Technical/Clerical,2.82
2024,2024-10-01,Actual,2024,NREIMB,BT,Operations,Managers/Supervisors,24
2024,2024-10-01,Actual,2024,REIMB,MTAHQ,Administration,Managers/Supervisors,19
2024,2024-10-01,Actual,2024,NREIMB,NYCT,Engineering,Professional/Technical/Clerical,0
2024,2024-10-01,Actual,2024,NREIMB,MNR,Operations,Managers/Supervisors,287.52
2024,2024-10-01,Actual,2024,REIMB,MNR,Administration,Operational Hourlies,0
2024,2024-10-01,Actual,2024,NREIMB,NYCT,Public Safety,Professional/Technical/Clerical,32.68
2024,2024-10-01,Actual,2024,NREIMB,MTAHQ,Public Safety,Operational Hourlies,1036
2024,2024-10-01,Actual,2024,REIMB,LIRR,Maintenance,Operational Hourlies,459.8
2024,2024-10-01,Actual,2024,NREIMB,BT,Maintenance,Operational Hourlies,310
2024,2024-10-01,Actual,2024,REIMB,NYCT,Maintenance,Managers/Supervisors,388.87
2024,2024-10-01,Actual,2024,NREIMB,BT,Maintenance,Managers/Supervisors,21
2024,2024-10-01,Actual,2024,REIMB,BT,Engineering,Professional/Technical/Clerical,93
2024,2024-10-01,Actual,2024,NREIMB,SIR,Engineering,Managers/Supervisors,2
2024,2024-10-01,Actual,2024,NREIMB,BT,Administration,Managers/Supervisors,14
2024,2024-10-01,Actual,2024,NREIMB,SIR,Administration,Managers/Supervisors,14
2024,2024-10-01,Actual,2024,REIMB,MNR,Maintenance,Operational Hourlies,269.96
2024,2024-10-01,Actual,2024,NREIMB,BT,Public Safety,Operational Hourlies,210
